day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,lat,long
Friday,Morning,karunrung,ujung pandang,TK,R3,R2,-5.1450683,119.4141281
Thursday,Afternoon,mesjid raya,makassar,TM,R2,NOV,-5.1316682,119.4262745
Sunday,Evening,perintis kemerdekaan,biringkanaya,TM,R3,NOV,-5.0757471,119.5229217
Saturday,Morning,sam ratulangi,mariso,TL,R3,R2,-5.1610298,119.4173875
Sunday,Night,penghibur,ujung pandang,TM,R2,NOV,-5.1438068,119.408091
Sunday,Morning,arief rate,ujung pandang,T,R2,NOV,-5.146145,119.4128284
Saturday,Morning,pajukukang,tamalate,TL,R2,NOV,-5.2019757,119.3874662
Monday,Afternoon,manyikkoaya,biringkanaya,OC,R2,NOV,-5.0770234,119.530081
Saturday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Tuesday,Evening,kajoalalido,ujung pandang,TK,R2,R3,-5.1349231,119.4105422
Saturday,Evening,gunung bawakaraeng,bontoala,TL,R2,NOV,-5.1350674,119.4278646
Monday,Afternoon,urip sumuharjo,panakkukang,TL,R3,R3,-5.1348243,119.4316818
Tuesday,Afternoon,rappocini raya,rappocini,TK,R2,R2,-5.1564772,119.4310769
Tuesday,Afternoon,tamalanrea jaya,tamalanrea,TL,R2,R2,-5.1316252,119.5005222
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Tuesday,Afternoon,ujung bor,manggala,TL,R2,R2,-5.1655997,119.5073543
Sunday,Night,abdullah daeng sirua,panakkukang,TL,R2,NOV,-5.1502262,119.4624701
Tuesday,Afternoon,profesor abdurrahman basalamah,panakkukang,TL,R3,R3,-5.1471505,119.4492661
Wednesday,Afternoon,sam ratulangi,mamajang,TK,R2,R2,-5.161255,119.4173574
Thursday,Evening,insinyur sutami,biringkanaya,T,R2,NOV,-5.0682302,119.5245258
Thursday,Afternoon,abu bakar lambogo,makassar,OC,R2,NOV,-5.1468792,119.4291975
Friday,Evening,gunung bawakaraeng,makassar,TK,R3,R2,-5.1354412,119.4177503
Thursday,Night,sultan alauddin,rappocini,TL,R3,R2,-5.176566,119.4363938
Friday,Afternoon,pajukukang,tamalate,T,R2,NOV,-5.2019757,119.3874662
Friday,Night,pettarani,rappocini,TK,R2,R2,-5.1521953,119.4374749
Friday,Morning,boulevard,panakkukang,TM,R2,NOV,-5.1570791,119.447818
Thursday,Night,karaeng bonto tangga,rappocini,TK,R2,R2,-5.1821504,119.4496426
Sunday,Afternoon,dg. ramang,biringkanaya,TK,R2,NOV,-5.0965706,119.5192652
Thursday,Night,btn mangga iii,biringkanaya,TK,R3,R2,-5.1258994,119.5348222
Friday,Afternoon,nuri,mariso,TK,R2,R3,-5.1613624,119.4092236
Sunday,Morning,tinumbu,bontoala,TK,R2,R3,-5.1195488,119.4206733
Saturday,Afternoon,manuruki raya,tamalate,TL,R2,R2,-5.1767173,119.4289629
Monday,Morning,sawerigading,ujung pandang,TK,R3,R2,-5.1408703,119.4127661
Saturday,Evening,boulevard,panakkukang,TK,R3,R3,-5.1570791,119.447818
Saturday,Evening,boulevard,panakkukang,TK,R2,R2,-5.1570791,119.447818
Tuesday,Morning,tala' salapang,rappocini,T,R2,NOV,-5.1816916,119.442485
Thursday,Night,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Saturday,Afternoon,insinyur sutami,tamalanrea,OC,R2,NOV,-5.0811953,119.5000284
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Saturday,Afternoon,tamangapa raya,manggala,TK,R2,NOV,-5.1878951,119.4918248
Sunday,Afternoon,letjen hertasning,rappocini,TL,R3,R3,-5.1630661,119.4444202
Monday,Morning,sultan alauddin,tamalate,TL,R2,R2,-5.1682367,119.4209823
Sunday,Afternoon,metro tanjung bunga,tamalate,TL,R2,R2,-5.1661576,119.3917443
Tuesday,Morning,metro tanjung bunga,tamalate,TL,R2,Rro,-5.1661576,119.3917443
Thursday,Afternoon,veteran selatan,makassar,TL,R2,R2,-5.1476981,119.4251041
Tuesday,Afternoon,tupai,mamajang,TL,R3,R2,-5.1604904,119.4202026
Wednesday,Afternoon,thamrin,ujung pandang,TK,R3,R2,-5.1365726,119.4091304
Tuesday,Morning,urip sumuharjo,panakkukang,TL,R3,R2,-5.1348243,119.4316818
Wednesday,Morning,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Monday,Morning,daeng tata raya,tamalate,TL,R2,R2,-5.1850019,119.423432
Thursday,Morning,sultan alauddin,rappocini,TL,R3,R2,-5.176566,119.4363938
Wednesday,Afternoon,pettarani,rappocini,TL,R3,R2,-5.1521953,119.4374749
Wednesday,Afternoon,tallasa city,tamalanrea,TL,R3,R2,-5.1104433,119.48728279128278
Wednesday,Evening,pajaiang,biringkanaya,TK,R2,R3,-5.1048027,119.5252166
Wednesday,Night,daeng tata raya i,tamalate,TL,R3,R2,-5.1850019,119.423432
Monday,Morning,cendrawasih,mariso,TK,R3,R2,-5.155219,119.4137008
Friday,Evening,laikang,biringkanaya,T,R2,NOV,-5.103716,119.5371947
Thursday,Evening,pajaiang,biringkanaya,TL,R3,R2,-5.1048027,119.5252166
Friday,Morning,poros asrama haji,biringkanaya,T,R2,NOV,-5.0861926,119.5360459
Sunday,Morning,cendrawasih,mariso,TK,R2,R3,-5.155219,119.4137008
Sunday,Morning,cendrawasih,mariso,TK,R3,R2,-5.155219,119.4137008
Friday,Afternoon,daeng tata raya,tamalate,TK,R3,R2,-5.1850019,119.423432
Friday,Afternoon,suka maju 5,panakkukang,TK,R2,R2,-5.1405847,119.4434885
Monday,Afternoon,lanto daeng pasewang,mamajang,TK,R2,R2,-5.1520547,119.4161456
Saturday,Afternoon,nipa nipa,manggala,TK,R3,R2,-5.1624042,119.5001015
Sunday,Afternoon,malengkeri,tamalate,TL,R2,R2,-5.1875239,119.4339559
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1268846,119.5022473
Sunday,Evening,toddopuli raya timur,panakkukang,TL,R2,R2,-5.1619436,119.4574242
Tuesday,Night,pandang raya,panakkukang,TM,R2,NOV,-5.1575506,119.4492175
Monday,Night,sultan alauddin,rappocini,TK,R3,R2,-5.176566,119.4363938
Sunday,Afternoon,abdullah daeng sirua,panakkukang,TL,R2,R2,-5.1502262,119.4624701
Tuesday,Morning,monumen emmy saelan,rappocini,TM,R2,NOV,-5.1716927,119.4425634
Monday,Evening,paccerakkang,biringkanaya,OC,R2,NOV,-5.1239434,119.5224673
Wednesday,Morning,sultan abdullah ii,tallo,TM,R2,NOV,-5.1037126,119.4396863
Wednesday,Evening,perintis kemerdekaan,biringkanaya,TK,R2,R3,-5.0757471,119.5229217
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1268846,119.5022473
Wednesday,Morning,letjen hertasning,rappocini,TK,R2,R3,-5.1630661,119.4444202
Thursday,Night,cendrawasih,mariso,OC,R2,NOV,-5.155219,119.4137008
Friday,Morning,boulevard,panakkukang,TL,R3,R2,-5.1570791,119.447818
Wednesday,Afternoon,daeng tata raya i,tamalate,TL,R3,R2,-5.1850019,119.423432
Thursday,Afternoon,toddopuli x,manggala,TL,R3,R2,-5.1649533,119.4551819
Saturday,Afternoon,insinyur sutami,tamalanrea,TK,TR,TR,-5.0811953,119.5000284
Sunday,Afternoon,pate'ne,biringkanaya,TL,R2,R2,-5.0694202,119.5173602
Saturday,Night,toddopuli v,panakkukang,TK,R2,R2,-5.1629652,119.4516598
Saturday,Morning,antang raya,manggala,TL,R2,NOV,-5.1664795,119.478882
Saturday,Morning,faisal xvii,rappocini,TK,R2,R3,-5.1629277,119.4292244
Monday,Morning,pannampu,tallo,TL,R2,R2,-5.1184614,119.4264568
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1268846,119.5022473
Friday,Afternoon,andalas,bontoala,TL,R3,R3,-5.1225458,119.417918
Tuesday,Evening,somba opu,ujung pandang,TL,R2,NOV,-5.1429266,119.4079864
Friday,Afternoon,haji bau,mariso,TL,R3,R2,-5.148609,119.4111046
Saturday,Night,tol reformasi,tamalanrea,T,R3,NOV,-5.1100702,119.4431215
Wednesday,Night,urip sumuharjo,panakkukang,TK,R3,R3,-5.1348243,119.4316818
Wednesday,Night,batua raya,panakkukang,TK,R2,R2,-5.1496211,119.4605657
Monday,Afternoon,gunung bulusaraung,ujung pandang,TL,R3,R2,-5.1330062,119.4135683
Thursday,Afternoon,yusuf dg. ngawing,rappocini,OC,R2,NOV,-5.1663271,119.4398537
Wednesday,Evening,urip sumuharjo,panakkukang,TL,R2,NOV,-5.1348243,119.4316818
Tuesday,Morning,urip sumuharjo,makassar,TL,R2,NOV,-5.1348243,119.4316818
Saturday,Afternoon,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Saturday,Morning,pettarani ii,panakkukang,TM,R2,NOV,-5.1486801,119.44111
Friday,Evening,pettarani,tamalate,TL,R3,R2,-5.1738401,119.4313806
Friday,Night,muh. tahir,tamalate,TK,R2,R2,-5.1755446,119.4173674
Friday,Afternoon,pettarani,tamalate,TK,R3,R2,-5.1738401,119.4313806
Friday,Evening,perintis kemerdekaan,tamalanrea,TM,R2,NOV,-5.1268846,119.5022473
Friday,Evening,sam ratulangi,mariso,TK,R2,R2,-5.1610298,119.4173875
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1268846,119.5022473
Friday,Evening,insinyur sutami,biringkanaya,TL,R2,R2,-5.0682302,119.5245258
Saturday,Afternoon,perjanjian bungaya,tamalate,TK,R2,R2,-5.2090132,119.3911307
Saturday,Evening,pettarani iii,panakkukang,TL,R2,Rro,-5.1482128,119.4415551
Sunday,Afternoon,kotipa raya,biringkanaya,TL,R2,NOV,-5.132199,119.5260262
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1268846,119.5022473
Sunday,Afternoon,metro tanjung bunga,tamalate,TL,R2,R2,-5.1661576,119.3917443
Tuesday,Evening,bumi raya,rappocini,OC,R2,NOV,-5.184949,119.441091
Wednesday,Evening,ampera,mariso,TL,R2,NOV,-5.1509903,119.4098066
Thursday,Morning,veteran selatan,mamajang,TL,R2,R2,-5.1582605,119.423168
Wednesday,Evening,pengayoman,panakkukang,TK,R2,R3,-5.1601369,119.4481629
Friday,Morning,insinyur sutami,tallo,TM,R3,NOV,-5.1150772,119.4212502
Wednesday,Evening,gunung salahutu,makassar,TL,R2,R2,-5.1412436,119.4218896
Saturday,Morning,rajawali,mariso,TL,R3,R2,-5.1487498,119.4096122
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,R3,R3,-5.1268846,119.5022473
Saturday,Afternoon,maccini gusung,makassar,TM,R3,NOV,-5.1376165,119.4269087
Sunday,Morning,botolempangan,ujung pandang,TK,R2,R3,-5.1419956,119.4120218
Saturday,Morning,perintis kemerdekaan,biringkanaya,T,R2,NOV,-5.0757471,119.5229217
Sunday,Night,sultan alauddin,rappocini,TL,R2,R2,-5.176566,119.4363938
Sunday,Afternoon,galangan kapal,tallo,TK,R2,R2,-5.1116901,119.4310929
Sunday,Night,metro tanjung bunga,tamalate,T,R3,NOV,-5.1661576,119.3917443
Monday,Morning,abdul kadir,tamalate,TK,R3,R2,-5.1889079,119.4132067
Monday,Afternoon,sultan abdullah i,tallo,TM,R2,NOV,-5.1037126,119.4396863
Tuesday,Morning,sultan alauddin,tamalate,TK,R2,R3,-5.1682367,119.4209823
Tuesday,Evening,urip sumuharjo,panakkukang,TB,R3,R3,-5.1348243,119.4316818
Wednesday,Evening,veteran utara,bontoala,TK,R2,R2,-5.1392193,119.4233132
Tuesday,Afternoon,urip sumuharjo,panakkukang,TK,R2,R3,-5.1348243,119.4316818
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R2,-5.1268846,119.5022473
Wednesday,Morning,g. batu putih,makassar,TK,R3,R3,-5.1468769,119.4185684
Thursday,Afternoon,profesor abdurrahman basalamah,panakkukang,TK,R3,R2,-5.1471505,119.4492661
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R3,R2,-5.1268846,119.5022473
Thursday,Morning,lanraki,biringkanaya,TK,R3,R2,-5.1228757,119.5112994
Thursday,Evening,tinumbu,tallo,TM,R2,NOV,-5.1168989,119.4218845
Tuesday,Afternoon,onta lama,mamajang,T,R2,NOV,-5.1572318,119.4206192
Friday,Afternoon,urip sumuharjo,panakkukang,TK,R2,R3,-5.1348243,119.4316818
Friday,Afternoon,andi mappaodang,tamalate,TK,R2,R2,-5.1732205,119.4158686
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Friday,Afternoon,abdul kuddus,tamalate,TK,R2,NOV,-5.2134366,119.3929218
Friday,Morning,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Sunday,Morning,kerung-kerung,makassar,T,R2,R3,-5.1402076,119.425703
Friday,Afternoon,raya baruga,manggala,TL,R2,R2,-5.1566232,119.4885953
Friday,Afternoon,boulevard,panakkukang,TK,R2,R2,-5.1570791,119.447818
Saturday,Morning,nuri baru,mariso,TL,R2,NOV,-5.1676353,119.4072099
Thursday,Afternoon,galangan kapal,tallo,TM,R2,NOV,-5.1116901,119.4310929
Monday,Morning,datuk ditiro,tallo,TK,R2,R2,-5.1272385,119.431099
Monday,Evening,teuku umar raya,tallo,TK,R2,TR,-5.1175544,119.4319332
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TL,R2,R2,-5.0757471,119.5229217
Monday,Afternoon,urip sumuharjo,panakkukang,TK,R2,M,-5.1348243,119.4316818
Tuesday,Afternoon,veteran selatan,mamajang,TM,R2,NOV,-5.1582605,119.423168
Tuesday,Morning,insinyur sutami,tamalanrea,TK,R2,TR,-5.0811953,119.5000284
Tuesday,Morning,perintis kemerdekaan,tamalanrea,T,R3,NOV,-5.1268846,119.5022473
Thursday,Afternoon,pettarani,panakkukang,TL,R3,NOV,-5.1366409,119.4400406
Wednesday,Afternoon,boulevard,panakkukang,TL,R3,R3,-5.1570791,119.447818
Wednesday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R3,-5.0757471,119.5229217
Wednesday,Night,insinyur sutami,biringkanaya,TL,R2,R2,-5.0682302,119.5245258
Thursday,Night,urip sumuharjo,panakkukang,TL,R2,NOV,-5.1348243,119.4316818
Thursday,Night,pettarani,rappocini,OC,R2,NOV,-5.1521953,119.4374749
Thursday,Night,serigala,mamajang,T,R2,R3,-5.1607129,119.4210329
Thursday,Morning,g. batu putih,ujung pandang,TK,R3,R2,-5.1468769,119.4185684
Saturday,Evening,bali,wajo,TK,R2,R3,-5.1296058,119.4101261
Saturday,Evening,malengkeri,tamalate,TB,R2,R3,-5.1875239,119.4339559
Saturday,Afternoon,veteran selatan,mamajang,TK,R2,R3,-5.1582605,119.423168
Sunday,Afternoon,bulukunyi,makassar,TK,R3,Rro,-5.1462122,119.4214807
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R3,-5.0757471,119.5229217
Saturday,Evening,tamangapa raya,manggala,TK,R2,R3,-5.1878951,119.4918248
Saturday,Afternoon,kapasa raya,biringkanaya,TK,R2,B,-5.1128231,119.5115767
Monday,Afternoon,gatot subroto,tallo,TK,Rro,TR,-5.1182717,119.4350626
Saturday,Evening,perintis kemerdekaan,tamalanrea,T,R2,NOV,-5.1268846,119.5022473
Monday,Afternoon,satelit i,biringkanaya,TK,R2,R3,-5.1290339,119.510128
Tuesday,Afternoon,metro tanjung bunga,tamalate,T,R2,NOV,-5.1661576,119.3917443
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1268846,119.5022473
Saturday,Evening,perintis kemerdekaan,biringkanaya,T,R2,NOV,-5.0757471,119.5229217
Tuesday,Morning,galangan kapal,tallo,TK,R2,Rro,-5.1116901,119.4310929
Tuesday,Afternoon,beruang,mamajang,TK,R3,R2,-5.1590826,119.4194081
Monday,Evening,perintis kemerdekaan,biringkanaya,TM,R2,NOV,-5.0757471,119.5229217
Thursday,Morning,sungai saddang baru,rappocini,TK,R2,R2,-5.1494361,119.4323848
Wednesday,Night,sultan alauddin,rappocini,TM,TR,NOV,-5.176566,119.4363938
Thursday,Morning,gunung bulusaraung,ujung pandang,TK,R2,R2,-5.1330062,119.4135683
Wednesday,Morning,pajaiang,biringkanaya,TK,R3,R2,-5.1048027,119.5252166
Monday,Afternoon,urip sumuharjo,panakkukang,TK,R2,R2,-5.1348243,119.4316818
Friday,Night,pettarani,tamalate,TL,R2,NOV,-5.1738401,119.4313806
Friday,Night,nuri,mariso,TK,R3,R2,-5.1613624,119.4092236
Friday,Morning,cendrawasih,mamajang,TK,R3,R2,-5.167086,119.4118044
Sunday,Morning,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Sunday,Afternoon,letjen hertasning,rappocini,TL,R3,R2,-5.1630661,119.4444202
Monday,Night,sam ratulangi,ujung pandang,TM,R3,NOV,-5.161255,119.4173574
Saturday,Evening,kawasan pergudangan parangloe indah,tamalanrea,T,R2,NOV,-5.10069545,119.48063495646929
Saturday,Afternoon,monumen emmy saelan,rappocini,TL,R3,R3,-5.1716927,119.4425634
Monday,Morning,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Friday,Evening,nikel raya,rappocini,TL,R3,R2,-5.153695,119.4366357
Sunday,Night,ujung bor,manggala,TK,R2,R3,-5.1655997,119.5073543
Sunday,Morning,urip sumuharjo,panakkukang,TK,R2,R2,-5.1348243,119.4316818
Saturday,Night,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Tuesday,Afternoon,tamalate i,rappocini,TL,R2,R2,-5.1675882,119.4479146
Wednesday,Night,perintis kemerdekaan,biringkanaya,TL,R3,NOV,-5.0757471,119.5229217
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R3,R2,-5.0757471,119.5229217
Tuesday,Afternoon,sanrangan,biringkanaya,T,R2,NOV,-5.104958,119.5151185
Wednesday,Night,galangan kapal,tallo,TL,R2,R2,-5.1116901,119.4310929
Wednesday,Morning,maccini kidul,makassar,TM,R3,NOV,-5.1384703,119.4290742
Wednesday,Afternoon,andalas,bontoala,TL,R3,R2,-5.1225458,119.417918
Thursday,Afternoon,sunu,tallo,TK,R2,R2,-5.1247334,119.4296097
Friday,Night,gunung latimojong,bontoala,TK,R2,R3,-5.1405404,119.4208275
Thursday,Evening,andi mappaoddang,tamalate,TL,R2,NOV,-5.2147147,119.4000236
Thursday,Evening,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Friday,Afternoon,metro tanjung bunga,tamalate,TK,R2,R2,-5.1661576,119.3917443
Saturday,Morning,gunung bawakaraeng,makassar,TM,R2,NOV,-5.1354412,119.4177503
Saturday,Evening,perintis kemerdekaan,tamalanrea,TK,R3,R2,-5.1268846,119.5022473
Friday,Morning,goa ria,biringkanaya,TK,R2,R2,-5.0810812,119.5253813
Sunday,Evening,sam ratulangi,mamajang,TK,R3,R2,-5.161255,119.4173574
Friday,Morning,penghibur,ujung pandang,TK,R2,R3,-5.1438068,119.408091
Tuesday,Evening,dg. ramang,biringkanaya,TL,R2,R2,-5.0965706,119.5192652
Sunday,Afternoon,borong raya,manggala,TL,R3,R2,-5.1620883,119.4635886
Tuesday,Morning,ali malaka,ujung pandang,TK,R2,R3,-5.1404484,119.4086196
Thursday,Night,dg. ramang,biringkanaya,TL,R3,NOV,-5.0965706,119.5192652
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,R3,R2,-5.1268846,119.5022473
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Wednesday,Morning,flamboyan,tamalate,T,R2,NOV,-5.1692515,119.4016416
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,R2,R3,-5.0757471,119.5229217
Friday,Afternoon,perintis kemerdekaan,biringkanaya,TL,R2,R2,-5.0757471,119.5229217
Thursday,Evening,teuku umar raya,tallo,TK,R2,R2,-5.1175544,119.4319332
Saturday,Morning,pettarani,rappocini,TK,R3,R2,-5.1521953,119.4374749
Tuesday,Evening,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Sunday,Night,pettarani,rappocini,OC,R2,NOV,-5.1521953,119.4374749
Sunday,Evening,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Monday,Morning,insinyur sutami,biringkanaya,T,R2,NOV,-5.0682302,119.5245258
Sunday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Saturday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R3,-5.1268846,119.5022473
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R2,R3,-5.0757471,119.5229217
Monday,Afternoon,insinyur sutami,tamalanrea,TK,R3,R3,-5.0811953,119.5000284
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,T,R2,NOV,-5.1268846,119.5022473
Friday,Night,abdullah daeng sirua,panakkukang,T,R2,NOV,-5.1502262,119.4624701
Saturday,Night,gunung bawakaraeng,ujung pandang,TK,R2,R3,-5.1354412,119.4177503
Friday,Morning,nusa tamalanrea indah,tamalanrea,T,R2,NOV,-5.1202831,119.499305
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TM,R2,NOV,-5.1268846,119.5022473
Saturday,Night,goa ria,biringkanaya,TL,R2,R3,-5.0810812,119.5253813
Friday,Night,korban 40.000 jiwa,tallo,T,R2,NOV,-5.1269774,119.4341212
Friday,Evening,monumen emmy saelan,rappocini,T,R2,NOV,-5.1716927,119.4425634
Sunday,Evening,metro tanjung bunga,tamalate,T,R2,NOV,-5.1661576,119.3917443
Saturday,Evening,insinyur sutami,tamalanrea,T,R2,NOV,-5.0811953,119.5000284
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Tuesday,Morning,veteran selatan,mamajang,TL,R2,NOV,-5.1582605,119.423168
Thursday,Morning,borong raya,manggala,T,R2,NOV,-5.1620883,119.4635886
Thursday,Afternoon,insinyur sutami,tamalanrea,TK,R2,TR,-5.0811953,119.5000284
Friday,Morning,borong raya,manggala,TK,R2,R3,-5.1620883,119.4635886
Thursday,Evening,aroepala,rappocini,TM,R2,NOV,-5.1722183,119.4529
Friday,Afternoon,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Wednesday,Afternoon,insinyur sutami,biringkanaya,TK,R2,TR,-5.0682302,119.5245258
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Saturday,Afternoon,daeng tata raya,tamalate,TK,R2,R2,-5.1850019,119.423432
Sunday,Evening,veteran utara,makassar,TK,R2,R2,-5.1457033,119.4248691
Sunday,Morning,karunrung raya,rappocini,TM,R2,NOV,-5.1805817,119.4516159
Friday,Night,gunung bawakaraeng,makassar,T,R2,NOV,-5.1354412,119.4177503
Saturday,Evening,kapasa raya,tamalanrea,TL,R3,R2,-5.1029771,119.4940907
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Sunday,Afternoon,serigala,mamajang,TK,R2,TR,-5.1607129,119.4210329
Monday,Morning,urip sumuharjo,panakkukang,T,R2,NOV,-5.1348243,119.4316818
Tuesday,Morning,komp. unhas,tallo,TL,R2,NOV,-5.1273889,119.4269936
Monday,Afternoon,inspeksi pam,manggala,TK,R2,R2,-5.1501163,119.4756964
Monday,Night,tamalanrea raya,tamalanrea,T,R2,NOV,-5.1389844,119.5193272
Tuesday,Afternoon,kawasan pergudangan parangloe indah,tamalanrea,TK,R2,R3,-5.10069545,119.48063495646929
Wednesday,Morning,sukaria i,panakkukang,T,R2,NOV,-5.1430959,119.4403752
Monday,Afternoon,aroepala,rappocini,T,R2,NOV,-5.1722183,119.4529
Tuesday,Morning,insinyur sutami,biringkanaya,T,R2,NOV,-5.0682302,119.5245258
Wednesday,Afternoon,bumi karsa,panakkukang,TK,R2,R2,-5.1514551,119.4416216
Thursday,Night,insinyur sutami,tamalanrea,T,R2,NOV,-5.0811953,119.5000284
Thursday,Afternoon,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Friday,Morning,veteran utara,makassar,TK,B2,R2,-5.1457033,119.4248691
Friday,Night,veteran utara,makassar,TL,R3,R2,-5.1457033,119.4248691
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,Rro,R2,-5.1268846,119.5022473
Thursday,Afternoon,datuk ribandang,tallo,TM,R3,NOV,-5.1288411,119.4304187
Friday,Evening,abu bakar lambogo,makassar,T,R2,NOV,-5.1468792,119.4291975
Monday,Morning,sultan alauddin,rappocini,TL,R2,R2,-5.176566,119.4363938
Sunday,Evening,gontang raya,tamalate,T,R2,NOV,-5.1866748,119.4073534
Monday,Morning,gunung bawakaraeng,makassar,TM,TR,NOV,-5.1354412,119.4177503
Tuesday,Morning,citra sudiang indah,biringkanaya,T,R2,NOV,-5.0816256,119.5223389
Tuesday,Afternoon,topaz raya,panakkukang,TK,R3,R2,-5.1540803,119.440702
Wednesday,Morning,kartini,ujung pandang,TK,R3,R2,-5.136049,119.413662
Tuesday,Evening,paccerakkang,biringkanaya,TK,R2,R2,-5.1239434,119.5224673
Friday,Morning,letjen hertasning,rappocini,TK,R2,R2,-5.1630661,119.4444202
Thursday,Morning,sungai saddang,ujung pandang,TK,R2,R2,-5.146825,119.4249085
Thursday,Night,dokter leimena,panakkukang,T,R2,NOV,-5.1499481,119.4710365
Saturday,Morning,gunung latimojong,makassar,TL,R2,NOV,-5.1405404,119.4208275
Thursday,Evening,abu bakar lambogo,makassar,TL,R2,R2,-5.1468792,119.4291975
Saturday,Afternoon,pajaiang,biringkanaya,T,R2,NOV,-5.1048027,119.5252166
Sunday,Morning,letjen hertasning,panakkukang,TL,R2,R2,-5.1625545,119.4430925
Sunday,Afternoon,urip sumuharjo,panakkukang,TK,R2,R2,-5.1348243,119.4316818
Friday,Morning,maccini raya,makassar,T,R2,NOV,-5.1380386,119.4340109
Sunday,Morning,abu bakar lambogo,makassar,TK,R2,R2,-5.1468792,119.4291975
Thursday,Afternoon,pettarani,panakkukang,TL,TR,R2,-5.1366409,119.4400406
Wednesday,Evening,batara bira,biringkanaya,TK,R3,R2,-5.0884975,119.5063692
Wednesday,Afternoon,manuruki,biringkanaya,TK,R2,R2,-5.1109833,119.5252003
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R3,R3,-5.1268846,119.5022473
Thursday,Afternoon,tamalanrea raya,tamalanrea,TK,R2,R2,-5.1389844,119.5193272
Thursday,Afternoon,perumnas raya,manggala,T,R2,NOV,-5.1673981,119.4843358
Friday,Night,nuri baru,mariso,TK,R2,R2,-5.1676353,119.4072099
Friday,Afternoon,urip sumuharjo,panakkukang,TL,R2,NOV,-5.1348243,119.4316818
Thursday,Afternoon,metro tanjung bunga,tamalate,TK,R3,R3,-5.1661576,119.3917443
Saturday,Morning,berua raya,biringkanaya,TK,R3,R2,-5.1158621,119.5232925
Sunday,Evening,kandea iii,bontoala,TK,R2,R2,-5.1271822,119.4237625
Thursday,Morning,teuku umar raya,tallo,TK,R2,R2,-5.1175544,119.4319332
Saturday,Evening,kumala,tamalate,TL,R2,R2,-5.169866,119.4189942
Sunday,Afternoon,a. makassau,ujung pandang,TK,R3,R3,-5.1386303,119.4085168
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TM,R3,NOV,-5.1268846,119.5022473
Tuesday,Morning,galangan kapal,tallo,TK,TR,R2,-5.1116901,119.4310929
