day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,lat,long
Friday,Night,goa ria,biringkanaya,T,R2,NOV,-5.0810812,119.5253813
Saturday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R2,-5.1268846,119.5022473
Friday,Afternoon,pajaiang,biringkanaya,OC,R2,NOV,-5.1048027,119.5252166
Sunday,Evening,a.r. hakim,tallo,TK,R2,R2,-5.12141,119.4347354
Monday,Morning,jenderal ahmad yani,ujung pandang,TK,R4,R2,-5.132958,119.4104713
Saturday,Afternoon,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Saturday,Evening,perintis kemerdekaan,biringkanaya,TK,R2,TR,-5.0757471,119.5229217
Tuesday,Morning,kapasa raya,tamalanrea,TK,R2,R4,-5.1029771,119.4940907
Tuesday,Afternoon,tamalanrea raya,tamalanrea,TL,R2,R2,-5.1389844,119.5193272
Wednesday,Evening,urip sumuharjo,panakkukang,TK,R4,R2,-5.1348243,119.4316818
Wednesday,Morning,perintis kemerdekaan,biringkanaya,OC,R2,NOV,-5.0757471,119.5229217
Wednesday,Evening,batua raya,manggala,TL,R2,R2,-5.1600372,119.4594597
Wednesday,Morning,pettarani,rappocini,TM,R2,NOV,-5.1521953,119.4374749
Thursday,Afternoon,daeng tata raya iii,tamalate,TM,R4,NOV,-5.1850019,119.423432
Thursday,Night,urip sumuharjo,makassar,TL,R2,R2,-5.1348243,119.4316818
Thursday,Afternoon,cendrawasih,mamajang,TL,R4,R2,-5.167086,119.4118044
Tuesday,Afternoon,boulevard,panakkukang,TL,R2,R2,-5.1570791,119.447818
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Saturday,Night,pengayoman,panakkukang,TB,R2,R2,-5.1601369,119.4481629
Friday,Afternoon,sungai saddang,ujung pandang,TL,R2,R2,-5.146825,119.4249085
Friday,Morning,andi mappanyukki,mariso,TK,R4,R2,-5.156363,119.4149266
Thursday,Morning,tol reformasi,tallo,TK,R4,TR,-5.1108109,119.441089
Saturday,Afternoon,karunrung raya,rappocini,TM,R2,NOV,-5.1805817,119.4516159
Sunday,Evening,kapasa raya,tamalanrea,TK,R2,TR,-5.1029771,119.4940907
Friday,Evening,veteran selatan,makassar,TM,R2,NOV,-5.1476981,119.4251041
Saturday,Afternoon,andi tadde,tallo,OC,R4,NOV,-5.1276054,119.4301568
Monday,Morning,jenderal ahmad yani,ujung pandang,TK,R2,R2,-5.132958,119.4104713
Saturday,Afternoon,chairil anwar,ujung pandang,OC,R2,NOV,-5.1395246,119.4124322
Friday,Morning,kapasa raya,tamalanrea,OC,R2,NOV,-5.1029771,119.4940907
Monday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R2,-5.1268846,119.5022473
Sunday,Evening,batua raya xii,manggala,OC,R2,NOV,-5.1600372,119.4594597
Thursday,Evening,abdullah daeng sirua,panakkukang,TL,R2,R2,-5.1502262,119.4624701
Sunday,Afternoon,sungai saddang baru,makassar,TK,R2,R4,-5.1494361,119.4323848
Tuesday,Evening,jenderal ahmad yani,ujung pandang,TB,R4,R2,-5.132958,119.4104713
Tuesday,Morning,raya kampus unhas,tamalanrea,TK,R4,R2,-5.1306817,119.4908747
Monday,Afternoon,paccerakkang,biringkanaya,TK,R2,R4,-5.1239434,119.5224673
Monday,Afternoon,manyikkoaya,biringkanaya,TB,R2,R2,-5.0770234,119.530081
Tuesday,Morning,urip sumuharjo,panakkukang,TK,R4,R4,-5.1348243,119.4316818
Wednesday,Evening,daeng tata raya,tamalate,TK,R2,R2,-5.1850019,119.423432
Tuesday,Afternoon,pajaiang,biringkanaya,OC,R2,NOV,-5.1048027,119.5252166
Wednesday,Afternoon,pintu bandar udara internasional sultan hasanuddin,biringkanaya,TL,R4,R2,-5.0684211,119.5268488
Wednesday,Afternoon,paccerakkang,biringkanaya,TL,R2,NOV,-5.1239434,119.5224673
Tuesday,Afternoon,metro tanjung bunga,mariso,TM,R2,NOV,-5.1523252,119.4054678
Tuesday,Morning,daeng tata raya i,tamalate,TM,R4,NOV,-5.1850019,119.423432
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Thursday,Morning,pajaiang,biringkanaya,OC,R2,NOV,-5.1048027,119.5252166
Thursday,Morning,mesjid raya,bontoala,OC,R2,NOV,-5.1316682,119.4262745
Tuesday,Morning,nipa nipa,manggala,OC,R2,NOV,-5.1624042,119.5001015
Thursday,Afternoon,cendrawasih,mamajang,TM,R2,NOV,-5.167086,119.4118044
Thursday,Evening,muhammad yamin,makassar,TM,R2,NOV,-5.1403673,119.4294476
Tuesday,Evening,sam ratulangi,mamajang,TL,R2,R2,-5.161255,119.4173574
Wednesday,Evening,gunung merapi,ujung pandang,TL,R4,R2,-5.1469143,119.417694
Wednesday,Evening,veteran selatan,makassar,TL,R2,NOV,-5.1476981,119.4251041
Friday,Morning,barawaja,panakkukang,OC,R2,NOV,-5.1357031,119.4402319
Saturday,Evening,jipang raya,rappocini,TK,R2,R2,-5.1868077,119.4483734
Saturday,Afternoon,insinyur sutami,tamalanrea,T,R2,NOV,-5.0811953,119.5000284
Saturday,Evening,paccerakkang,biringkanaya,T,R2,NOV,-5.1239434,119.5224673
Friday,Afternoon,goa ria,biringkanaya,T,R2,NOV,-5.0810812,119.5253813
Wednesday,Evening,mutiara boulevard,biringkanaya,TL,R2,R2,-5.0760206,119.5007986
Sunday,Afternoon,gunung bawakaraeng,makassar,OC,R2,NOV,-5.1354412,119.4177503
Saturday,Evening,banta bantaeng,mamajang,TL,R2,R2,-5.1600522,119.4246054
Sunday,Afternoon,veteran utara,makassar,TK,R2,R2,-5.1457033,119.4248691
Monday,Afternoon,kuta cane selatan,manggala,OC,R2,NOV,-5.1575313,119.4942593
Sunday,Afternoon,tamalanrea raya,tamalanrea,OC,R2,NOV,-5.1389844,119.5193272
Monday,Afternoon,borong raya,manggala,OC,R2,NOV,-5.1620883,119.4635886
Sunday,Evening,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Sunday,Afternoon,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Sunday,Morning,kapasa raya,biringkanaya,TK,R2,R4,-5.1128231,119.5115767
Monday,Morning,goa ria,biringkanaya,TL,R2,Rro,-5.0810812,119.5253813
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R2,R4,-5.0757471,119.5229217
Monday,Afternoon,pettarani,panakkukang,TK,R4,R4,-5.1366409,119.4400406
Tuesday,Morning,perumnas raya,manggala,TL,R2,R2,-5.1673981,119.4843358
Saturday,Morning,nuri baru,mariso,TL,R4,R2,-5.1676353,119.4072099
Tuesday,Morning,tamangapa raya,manggala,TK,R2,TR,-5.1878951,119.4918248
Sunday,Evening,sungai saddang baru,makassar,TL,R4,R2,-5.1494361,119.4323848
Wednesday,Night,sam ratulangi,mamajang,TL,R2,R3,-5.161255,119.4173574
Friday,Evening,mapala,rappocini,TL,R2,R2,-5.1705375,119.44018
Monday,Afternoon,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Tuesday,Morning,abu bakar lambogo,makassar,TL,B2,R2,-5.1468792,119.4291975
Tuesday,Afternoon,tala' salapang,rappocini,TK,R2,R4,-5.1816916,119.442485
Tuesday,Night,cendrawasih,mamajang,T,R2,NOV,-5.167086,119.4118044
Tuesday,Morning,andalas,bontoala,T,R2,NOV,-5.1225458,119.417918
Tuesday,Morning,urip sumuharjo,panakkukang,T,R2,NOV,-5.1348243,119.4316818
Wednesday,Morning,perintis kemerdekaan,tamalanrea,T,R2,NOV,-5.1268846,119.5022473
Wednesday,Morning,insinyur sutami,tamalanrea,TL,R2,R2,-5.0811953,119.5000284
Saturday,Evening,manuruki raya,tamalate,TL,R2,Rro,-5.1767173,119.4289629
Wednesday,Evening,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.0757471,119.5229217
Wednesday,Afternoon,lanraki,biringkanaya,TL,R2,NOV,-5.1228757,119.5112994
Thursday,Night,pettarani,panakkukang,TM,B,NOV,-5.1366409,119.4400406
Wednesday,Evening,urip sumuharjo,panakkukang,TK,TR,R2,-5.1348243,119.4316818
Wednesday,Evening,urip sumuharjo,panakkukang,TK,R2,R4,-5.1348243,119.4316818
Thursday,Morning,sultan alauddin,rappocini,TK,R4,R2,-5.176566,119.4363938
Friday,Night,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Saturday,Night,sungai saddang baru,makassar,TK,R2,R4,-5.1494361,119.4323848
Tuesday,Night,sungai saddang,makassar,TB,R4,R4,-5.146825,119.4249085
Thursday,Evening,perintis kemerdekaan,tamalanrea,TL,R2,R2,-5.1268846,119.5022473
Saturday,Afternoon,pengayoman,panakkukang,TL,R2,R4,-5.1601369,119.4481629
Sunday,Evening,cendrawasih,mamajang,TK,R2,R2,-5.167086,119.4118044
Friday,Night,sam ratulangi,ujung pandang,OC,R2,NOV,-5.161255,119.4173574
Saturday,Morning,toddopuli raya,panakkukang,TK,R4,R4,-5.1634474,119.4522972
Sunday,Morning,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Saturday,Evening,dokter leimena,panakkukang,OC,R2,NOV,-5.1499481,119.4710365
Saturday,Morning,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Saturday,Night,metro tanjung bunga,mariso,TL,R4,R2,-5.1523252,119.4054678
Thursday,Morning,kapasa raya,biringkanaya,TL,R2,R2,-5.1128231,119.5115767
Wednesday,Morning,tanjung bunga,tamalate,OC,R2,NOV,-5.1661576,119.3917443
Monday,Morning,kartini,ujung pandang,TL,R2,R2,-5.136049,119.413662
Monday,Morning,rappocini raya,rappocini,OC,R2,NOV,-5.1564772,119.4310769
Sunday,Evening,pajukukang,tamalate,TB,R4,R4,-5.2019757,119.3874662
Tuesday,Night,pongtiku,bontoala,TB,R4,R2,-5.1307666,119.4302141
Monday,Afternoon,sam ratulangi,mariso,TK,R2,R4,-5.1610298,119.4173875
Thursday,Afternoon,onta lama,mamajang,TL,R4,R2,-5.1572318,119.4206192
Monday,Afternoon,pettarani,panakkukang,TK,R4,R2,-5.1366409,119.4400406
Monday,Evening,batua raya,panakkukang,TL,B2,R2,-5.1496211,119.4605657
Tuesday,Night,perintis kemerdekaan,biringkanaya,T,R2,NOV,-5.0757471,119.5229217
Sunday,Night,mangga iii,biringkanaya,T,R2,NOV,-5.1258994,119.5348222
Tuesday,Morning,ujung pandang,ujung pandang,TM,M,NOV,-5.1332746,119.404748
Tuesday,Night,sultan hasanuddin,ujung pandang,TL,R4,R2,-5.1452672,119.4126554
Monday,Evening,gontang raya,tamalate,T,R2,NOV,-5.1866748,119.4073534
Monday,Evening,pengayoman,panakkukang,TL,R2,R2,-5.1601369,119.4481629
Wednesday,Morning,abu bakar lambogo,makassar,TM,R2,NOV,-5.1468792,119.4291975
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R4,NOV,-5.1268846,119.5022473
Wednesday,Afternoon,poros asrama haji,biringkanaya,TK,R2,R2,-5.0861926,119.5360459
Tuesday,Evening,urip sumuharjo,panakkukang,TL,R2,NOV,-5.1348243,119.4316818
Wednesday,Morning,ujung bor,manggala,OC,R2,NOV,-5.1655997,119.5073543
Thursday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,M,-5.1268846,119.5022473
Wednesday,Night,pettarani,tamalate,T,R2,NOV,-5.1738401,119.4313806
Monday,Evening,taman makam pahlawan,panakkukang,OC,R2,NOV,-5.1465651,119.4612296
Tuesday,Afternoon,aroepala,rappocini,TK,R2,R4,-5.1722183,119.4529
Tuesday,Evening,kakatua,mariso,TL,R2,R2,-5.1611828,119.412518
Thursday,Morning,mesjid raya,bontoala,TK,R2,R2,-5.1316682,119.4262745
Tuesday,Afternoon,pajukukang,tamalate,OC,R2,NOV,-5.2019757,119.3874662
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Thursday,Afternoon,letjen hertasning,panakkukang,TL,R4,R4,-5.1625545,119.4430925
Tuesday,Afternoon,sultan alauddin,tamalate,TL,R2,R2,-5.1682367,119.4209823
Thursday,Evening,perintis kemerdekaan,tamalanrea,TM,R2,NOV,-5.1268846,119.5022473
Thursday,Morning,andi tonro,tamalate,T,R2,NOV,-5.1725621,119.4203633
Monday,Night,abu bakar lambogo,makassar,T,R2,NOV,-5.1468792,119.4291975
Saturday,Afternoon,sunu,tallo,TK,R2,R4,-5.1247334,119.4296097
Friday,Night,jenderal sudirman,ujung pandang,TK,R4,R2,-5.1330957,119.4136579
Sunday,Morning,jenderal sudirman,ujung pandang,TK,R2,R2,-5.1330957,119.4136579
Sunday,Afternoon,urip sumuharjo,makassar,TK,R2,B1,-5.1348243,119.4316818
Saturday,Afternoon,profesor abdurrahman basalamah,panakkukang,OC,R2,NOV,-5.1471505,119.4492661
Monday,Evening,jenderal sudirman,ujung pandang,TK,R2,R4,-5.1330957,119.4136579
Friday,Morning,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Thursday,Evening,katimbang,biringkanaya,TK,R2,R2,-5.1381608,119.5208779
Monday,Afternoon,urip sumuharjo,panakkukang,TM,R2,NOV,-5.1348243,119.4316818
Sunday,Afternoon,monginsidi,makassar,TM,R2,NOV,-5.1486573,119.4231372
Monday,Afternoon,abdullah daeng sirua,makassar,TL,R2,R2,-5.1502262,119.4624701
Saturday,Morning,urip sumuharjo,panakkukang,TK,R2,R2,-5.1348243,119.4316818
Tuesday,Night,sultan alauddin,rappocini,TM,R2,NOV,-5.176566,119.4363938
Tuesday,Morning,pengayoman,panakkukang,TK,R2,R2,-5.1601369,119.4481629
Tuesday,Evening,k.s. tubun,mariso,TK,R2,R2,-5.1626177,119.4112635
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Wednesday,Afternoon,pengayoman,panakkukang,TK,R2,R4,-5.1601369,119.4481629
Monday,Afternoon,profesor abdurrahman basalamah ii,panakkukang,TM,R4,NOV,-5.1471505,119.4492661
Thursday,Afternoon,gunung latimojong,makassar,TK,R2,R4,-5.1405404,119.4208275
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TL,R4,R2,-5.1268846,119.5022473
Tuesday,Afternoon,tamalanrea raya,tamalanrea,TK,R2,R4,-5.1389844,119.5193272
Friday,Night,a.r. hakim,tallo,TK,R2,TR,-5.12141,119.4347354
Tuesday,Afternoon,skarda,rappocini,TM,R4,NOV,-5.1767329,119.4419859
Thursday,Afternoon,urip sumuharjo,panakkukang,TL,R4,R2,-5.1348243,119.4316818
Saturday,Afternoon,cendrawasih,mamajang,TK,R2,R2,-5.167086,119.4118044
Saturday,Evening,urip sumuharjo,panakkukang,TL,R2,R2,-5.1348243,119.4316818
Monday,Night,mesjid raya,bontoala,TL,R4,R2,-5.1316682,119.4262745
Saturday,Morning,botolempangan,ujung pandang,TK,R4,R2,-5.1419956,119.4120218
Sunday,Afternoon,muhammad yamin,makassar,TL,R2,R2,-5.1403673,119.4294476
Sunday,Night,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Friday,Afternoon,paccerakkang,biringkanaya,TK,R4,R4,-5.1239434,119.5224673
Saturday,Afternoon,pajaiang,biringkanaya,TM,R4,NOV,-5.1048027,119.5252166
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Sunday,Afternoon,manuruki,biringkanaya,TL,R4,R4,-5.1109833,119.5252003
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,TK,R2,R4,-5.1268846,119.5022473
Sunday,Evening,kapasa raya,tamalanrea,TL,R4,R2,-5.1029771,119.4940907
Monday,Evening,sungai saddang baru,makassar,TL,R2,R2,-5.1494361,119.4323848
Saturday,Morning,perjanjian bungaya,tamalate,TK,R4,R2,-5.2090132,119.3911307
Monday,Morning,jenderal sudirman,ujung pandang,TK,R4,R4,-5.1330957,119.4136579
Tuesday,Night,arief rate,ujung pandang,TK,R4,R2,-5.146145,119.4128284
Sunday,Morning,pettarani,panakkukang,TL,R2,R2,-5.1366409,119.4400406
Friday,Morning,sultan alauddin,tamalate,TM,R2,NOV,-5.1682367,119.4209823
Tuesday,Afternoon,sultan alauddin,tamalate,TK,R2,R4,-5.1682367,119.4209823
Wednesday,Morning,cendrawasih,mamajang,TM,R2,NOV,-5.167086,119.4118044
Friday,Afternoon,insinyur sutami,tamalanrea,TK,TR,R4,-5.0811953,119.5000284
Tuesday,Morning,insinyur sutami,tamalanrea,OC,R2,R2,-5.0811953,119.5000284
Thursday,Afternoon,tamangapa raya,manggala,TK,R2,TR,-5.1878951,119.4918248
Saturday,Morning,baji dakka ii,tamalate,TK,R4,R4,-5.178458,119.41137
Friday,Afternoon,tupai,mamajang,TL,R4,R4,-5.1604904,119.4202026
Friday,Evening,sungai saddang baru,makassar,TL,R4,R2,-5.1494361,119.4323848
Saturday,Night,kapasa raya,tamalanrea,TK,R2,R2,-5.1029771,119.4940907
Sunday,Morning,rajawali,mariso,TM,R4,NOV,-5.1487498,119.4096122
Saturday,Afternoon,pettarani,panakkukang,TL,M,R4,-5.1366409,119.4400406
Friday,Afternoon,sultan alauddin,rappocini,TM,R2,NOV,-5.176566,119.4363938
Friday,Morning,borong raya,manggala,TM,R2,NOV,-5.1620883,119.4635886
Sunday,Night,tamangapa raya,manggala,OC,R4,NOV,-5.1878951,119.4918248
Sunday,Evening,perintis kemerdekaan,biringkanaya,TL,R4,R2,-5.0757471,119.5229217
Saturday,Morning,sungai saddang,makassar,TK,R4,R2,-5.146825,119.4249085
Sunday,Evening,urip sumuharjo,panakkukang,TK,R2,R2,-5.1348243,119.4316818
Tuesday,Night,onta lama,mamajang,TK,R4,R2,-5.1572318,119.4206192
Monday,Evening,cendrawasih,mariso,TK,R2,R4,-5.155219,119.4137008
Monday,Afternoon,haji bau,mariso,TK,R4,R2,-5.148609,119.4111046
Monday,Afternoon,pongtiku,bontoala,TL,R2,NOV,-5.1307666,119.4302141
Tuesday,Night,perintis kemerdekaan,tamalanrea,TK,R4,R2,-5.1268846,119.5022473
Monday,Morning,kima iii,tamalanrea,OC,R2,NOV,-5.0948327,119.5073649
Monday,Evening,malengkeri,tamalate,OC,R2,NOV,-5.1875239,119.4339559
Saturday,Afternoon,pettarani,panakkukang,TL,R2,NOV,-5.1366409,119.4400406
Wednesday,Morning,saripah raya,panakkukang,TL,R2,NOV,-5.1508685,119.4539332
Wednesday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Sunday,Afternoon,cendrawasih,mariso,TL,R2,R2,-5.155219,119.4137008
Thursday,Morning,manuruki raya,tamalate,TK,R2,Rro,-5.1767173,119.4289629
Thursday,Evening,sunu,bontoala,TL,R4,R4,-5.1321811,119.4269256
Tuesday,Afternoon,andi tonro iv,tamalate,TL,R2,NOV,-5.1725621,119.4203633
Wednesday,Evening,urip sumuharjo,makassar,TL,R2,NOV,-5.1348243,119.4316818
Wednesday,Morning,sultan alauddin,rappocini,OC,R2,NOV,-5.176566,119.4363938
Friday,Night,veteran utara,makassar,TK,R2,R4,-5.1457033,119.4248691
Saturday,Night,penghibur,ujung pandang,TM,R2,NOV,-5.1438068,119.408091
Thursday,Afternoon,aroepala,rappocini,TK,R2,R2,-5.1722183,119.4529
Friday,Morning,mutiara boulevard,biringkanaya,OC,R2,NOV,-5.0760206,119.5007986
Saturday,Morning,urip sumuharjo,panakkukang,TK,R2,R4,-5.1348243,119.4316818
Saturday,Evening,cendrawasih,mamajang,TL,R2,R2,-5.167086,119.4118044
Saturday,Afternoon,sam ratulangi,mamajang,TK,R2,R2,-5.161255,119.4173574
Sunday,Evening,perjanjian bungaya,tamalate,TK,R2,R2,-5.2090132,119.3911307
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R2,R4,-5.0757471,119.5229217
Saturday,Morning,perintis kemerdekaan,tamalanrea,TK,R2,R2,-5.1268846,119.5022473
Sunday,Evening,sungai saddang baru,makassar,TK,R2,R2,-5.1494361,119.4323848
Friday,Afternoon,urip sumuharjo,panakkukang,TK,TR,R2,-5.1348243,119.4316818
Saturday,Evening,laikang,biringkanaya,TK,R2,R2,-5.103716,119.5371947
Sunday,Evening,andi mappaodang,tamalate,OC,R2,NOV,-5.1732205,119.4158686
Wednesday,Evening,cendrawasih,mamajang,TM,R2,NOV,-5.167086,119.4118044
Saturday,Night,mapala i,rappocini,TK,R2,R2,-5.1696055,119.437864
Monday,Morning,andi djemma,rappocini,TK,R2,R2,-5.1663103,119.428782
Monday,Morning,letjen hertasning,rappocini,TL,R2,R2,-5.1630661,119.4444202
Wednesday,Morning,gunung bawakaraeng,bontoala,TL,R4,R2,-5.1350674,119.4278646
Thursday,Night,haji bau,ujung pandang,TB,R2,R4,-5.1484105,119.414444
Monday,Afternoon,veteran selatan,mamajang,TK,R2,Rro,-5.1582605,119.423168
Wednesday,Morning,sultan hasanuddin,ujung pandang,TL,R2,NOV,-5.1452672,119.4126554
Tuesday,Night,perintis kemerdekaan iii,tamalanrea,TK,R2,R2,-5.1400001,119.4915801
Tuesday,Afternoon,insinyur sutami,biringkanaya,OC,R2,NOV,-5.0682302,119.5245258
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,R2,M,-5.0757471,119.5229217
Thursday,Afternoon,manunggal,tamalate,TM,R4,NOV,-5.1688427,119.4035453
Tuesday,Morning,urip sumuharjo,panakkukang,OC,R2,NOV,-5.1348243,119.4316818
Sunday,Afternoon,amd,manggala,TK,R2,R2,-5.1771302,119.4873981
Friday,Morning,inspeksi kanal,rappocini,TK,R2,R2,-5.1561065,119.4249681
Thursday,Night,abdullah daeng sirua,panakkukang,TK,R2,R2,-5.1502262,119.4624701
Saturday,Evening,urip sumuharjo,panakkukang,TK,R2,R2,-5.1348243,119.4316818
Saturday,Night,jenderal sudirman,ujung pandang,TL,R4,R2,-5.1330957,119.4136579
Thursday,Afternoon,poros perumnas sudiang,biringkanaya,TM,R2,NOV,-5.1014792,119.5314613
Sunday,Afternoon,pettarani,rappocini,TK,R2,R2,-5.1521953,119.4374749
Sunday,Night,perintis kemerdekaan,tamalanrea,OC,R4,NOV,-5.1268846,119.5022473
Sunday,Afternoon,insinyur sutami,tamalanrea,TL,R4,R2,-5.0811953,119.5000284
Saturday,Evening,korban 40.000 jiwa,tallo,TL,R2,R2,-5.1269774,119.4341212
Sunday,Afternoon,pengayoman,panakkukang,TK,R2,R4,-5.1601369,119.4481629
Monday,Morning,rsi faisal,rappocini,TM,R2,NOV,-5.1627959,119.4341693
Friday,Morning,emmy saelan,rappocini,TL,R4,R2,-5.1747664,119.4423772
Sunday,Afternoon,cendrawasih,mamajang,TK,R2,R2,-5.167086,119.4118044
Monday,Morning,tupai,mamajang,TK,R2,R4,-5.1604904,119.4202026
Monday,Afternoon,insinyur sutami,tamalanrea,TK,R4,R4,-5.0811953,119.5000284
Monday,Evening,andi mappaodang,tamalate,TL,R2,R2,-5.1732205,119.4158686
Tuesday,Afternoon,urip sumuharjo,panakkukang,TK,R4,R2,-5.1348243,119.4316818
Wednesday,Morning,rappocini raya,rappocini,TL,R2,NOV,-5.1564772,119.4310769
Wednesday,Morning,metro tanjung bunga,tamalate,TL,R2,R4,-5.1661576,119.3917443
Wednesday,Night,monginsidi,ujung pandang,TK,R2,R2,-5.1479402,119.4186723
Wednesday,Evening,botolempangan,ujung pandang,TL,R4,R2,-5.1419956,119.4120218
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TL,R2,R2,-5.0757471,119.5229217
Thursday,Morning,faisal,rappocini,TL,R4,R2,-5.1629277,119.4292244
Wednesday,Morning,andi mappaodang,tamalate,TL,R2,R2,-5.1732205,119.4158686
Tuesday,Afternoon,tamalate,rappocini,TL,R4,R4,-5.1675882,119.4479146
Thursday,Morning,pengayoman,panakkukang,TK,R2,R4,-5.1601369,119.4481629
Thursday,Morning,abu bakar lambogo,makassar,TL,R2,R2,-5.1468792,119.4291975
Thursday,Afternoon,sam ratulangi,mamajang,TK,R2,R4,-5.161255,119.4173574
Friday,Afternoon,sam ratulangi,mamajang,TK,R2,R4,-5.161255,119.4173574
Friday,Afternoon,cendrawasih,mariso,TK,R2,R2,-5.155219,119.4137008
Saturday,Morning,lamuru,bontoala,TM,R2,NOV,-5.1285743,119.4207363
Thursday,Afternoon,sultan alauddin,rappocini,TL,R2,R2,-5.176566,119.4363938
Thursday,Afternoon,perintis kemerdekaan,tamalanrea,OC,R2,NOV,-5.1268846,119.5022473
Friday,Evening,aroepala,rappocini,OC,R2,NOV,-5.1722183,119.4529
Sunday,Afternoon,onta lama,mamajang,TK,R2,R2,-5.1572318,119.4206192
Monday,Afternoon,goa ria,biringkanaya,TK,R2,R2,-5.0810812,119.5253813
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,R2,-5.0757471,119.5229217
Saturday,Afternoon,mutiara boulevard,biringkanaya,TM,R2,NOV,-5.0760206,119.5007986
Sunday,Afternoon,boulevard,panakkukang,TK,R2,R4,-5.1570791,119.447818
Tuesday,Morning,haji bau,ujung pandang,TK,R2,R2,-5.1484105,119.414444
Tuesday,Morning,abu bakar lambogo,makassar,TL,R2,R2,-5.1468792,119.4291975
Tuesday,Morning,insinyur sutami,biringkanaya,TB,TR,R2,-5.0682302,119.5245258
Wednesday,Morning,mapala,rappocini,TL,R4,R2,-5.1705375,119.44018
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TB,R2,R2,-5.1268846,119.5022473
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TB,R4,R4,-5.0757471,119.5229217
Wednesday,Morning,datuk ribandang,tallo,TK,R2,R2,-5.1288411,119.4304187
Thursday,Evening,tinumbu,tallo,TL,R2,Rro,-5.1168989,119.4218845
Wednesday,Afternoon,asrama haji,biringkanaya,TB,R2,NOV,-5.0861926,119.5360459
Saturday,Afternoon,sultan alauddin,tamalate,TK,TR,R2,-5.1682367,119.4209823
Sunday,Morning,urip sumuharjo,panakkukang,TK,R2,R2,-5.1348243,119.4316818
Saturday,Afternoon,daeng tata raya,tamalate,TL,R4,R2,-5.1850019,119.423432
Sunday,Afternoon,sultan hasanuddin,ujung pandang,TK,R2,R2,-5.1452672,119.4126554
Sunday,Night,pongtiku,bontoala,TK,R2,R4,-5.1307666,119.4302141
Saturday,Morning,perintis kemerdekaan,biringkanaya,TK,R4,R2,-5.0757471,119.5229217
Saturday,Afternoon,metro tanjung bunga,mariso,TK,R2,R4,-5.1523252,119.4054678
Monday,Afternoon,tol reformasi,panakkukang,TL,R4,R4,-5.1327865,119.4405628
Friday,Morning,daeng regge,tallo,TK,R2,R2,-5.1223533,119.4401257
Monday,Morning,cendrawasih,mariso,TL,R2,R2,-5.155219,119.4137008
Tuesday,Morning,perintis kemerdekaan,biringkanaya,TK,R2,M,-5.0757471,119.5229217
Tuesday,Morning,sam ratulangi,mariso,TK,R2,R2,-5.1610298,119.4173875
Sunday,Morning,andi mappaodang,tamalate,TL,R2,R2,-5.1732205,119.4158686
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TL,R2,NOV,-5.1268846,119.5022473
Tuesday,Morning,pettarani,panakkukang,OC,R2,NOV,-5.1366409,119.4400406
Tuesday,Afternoon,manunggal,tamalate,TL,R2,NOV,-5.1688427,119.4035453
Tuesday,Evening,sungai calendu,ujung pandang,OC,R2,NOV,-5.1362253,119.4169222
Wednesday,Afternoon,tala' salapang,rappocini,TK,R2,R4,-5.1816916,119.442485
